bill_id,state,session,identifier,title,abstract,abstract_word_count,first_action_date,latest_action_date,latest_passage_date,openstates_url,bill_classifications,subjects,originating_chamber,sponsor_names,primary_sponsor_names,sponsor_person_ids,sponsor_parties,primary_sponsor_parties,sponsor_count,primary_sponsor_count,party_count,action_count,latest_action_description,latest_action_classifications,derived_status,passage_count,vote_event_count,passage_vote_count,passed_vote_event_count,failed_vote_event_count,latest_vote_date,latest_vote_result,latest_vote_motion,days_first_to_latest_action,source_urls,full_text,full_text_source_url,full_text_status,full_text_error,dc_relevant,dc_relevance_type,dc_policy_categories,dc_policy_direction,dc_relevance_confidence,dc_relevance_reason,dc_relevance_evidence_quote,dc_relevance_evidence_verified,dc_source_scope,dc_source_url,dc_source_sha256,dc_model,dc_relevance_prompt_version,dc_relevance_status,dc_relevance_error,supportiveness_score,supportiveness_confidence,supportiveness_reason,supportiveness_evidence_quote,supportiveness_evidence_verified,supportiveness_model,supportiveness_prompt_version,supportiveness_status,supportiveness_error
or terminate outside Illinois. The exemption for motor
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 63 -SB2027 LRB104 03451 HLH 13474 b

[PAGE 65]
vehicles used as rolling stock moving in interstate commerce
may be claimed only for the following vehicles: (i) motor
vehicles whose gross vehicle weight rating exceeds 16,000
pounds; and (ii) limousines, as defined in Section 1-139.1 of
the Illinois Vehicle Code. On and after July 1, 2025, the
exemption for limousines applies only to limousines that are
not subject to the provisions of the Transportation Network
Providers Act. Through June 30, 2017, this definition applies
to all property purchased for the purpose of being attached to
those motor vehicles as a part thereof. On and after July 1,
2017, this definition applies to property purchased for the
purpose of being attached to limousines as a part thereof. For
property that is purchased on or after July 1, 2025 for the
purpose of being attached to a limousines as a part thereof,
this definition applies only if the limousine is not subject
to the provisions of the Transportation Network Providers Act.
(d) For purchases made through June 30, 2017, ""use as
rolling stock moving in interstate commerce"" in paragraph (13)
of Section 2-5 occurs for trailers, as defined in Section
1-209 of the Illinois Vehicle Code, semitrailers as defined in
Section 1-187 of the Illinois Vehicle Code, and pole trailers
as defined in Section 1-161 of the Illinois Vehicle Code, when
during a 12-month period the rolling stock has carried persons
or property for hire in interstate commerce for greater than
50% of its total trips for that period or for greater than 50%
of its total miles for that period. The person claiming the
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 64 -SB2027 LRB104 03451 HLH 13474 b

[PAGE 66]
exemption for a trailer or trailers that will not be dedicated
to a motor vehicle or group of motor vehicles shall make an
election at the time of purchase to use either the trips or
mileage method. Persons who purchased trailers prior to July
1, 2004 that are not dedicated to a motor vehicle or group of
motor vehicles shall make an election to use either the trips
or mileage method and document that election in their books
and records. If no election is made under this subsection to
use the trips or mileage method, the person shall be deemed to
have chosen the mileage method.
For purposes of determining qualifying trips or miles,
trailers, semitrailers, or pole trailers that carry property
for hire, even just between points in Illinois, will be
considered used for hire in interstate commerce if the
trailers, semitrailers, or pole trailers transport property
whose shipments originate or terminate outside Illinois. This
definition applies to all property purchased for the purpose
of being attached to those trailers, semitrailers, or pole
trailers as a part thereof. In lieu of a person providing
documentation regarding the qualifying use of each individual
trailer, semitrailer, or pole trailer, that person may
document such qualifying use by providing documentation of the
following:
(1) If a trailer, semitrailer, or pole trailer is
dedicated to a motor vehicle that qualifies as rolling
stock moving in interstate commerce under subsection (c)
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 65 -SB2027 LRB104 03451 HLH 13474 b

[PAGE 67]
of this Section, then that trailer, semitrailer, or pole
trailer qualifies as rolling stock moving in interstate
commerce under this subsection.
(2) If a trailer, semitrailer, or pole trailer is
dedicated to a group of motor vehicles that all qualify as
rolling stock moving in interstate commerce under
subsection (c) of this Section, then that trailer,
semitrailer, or pole trailer qualifies as rolling stock
moving in interstate commerce under this subsection.
(3) If one or more trailers, semitrailers, or pole
trailers are dedicated to a group of motor vehicles and
not all of those motor vehicles in that group qualify as
rolling stock moving in interstate commerce under
subsection (c) of this Section, then the percentage of
those trailers, semitrailers, or pole trailers that
qualifies as rolling stock moving in interstate commerce
under this subsection is equal to the percentage of those
motor vehicles in that group that qualify as rolling stock
moving in interstate commerce under subsection (c) of this
Section to which those trailers, semitrailers, or pole
trailers are dedicated. However, to determine the
qualification for the exemption provided under this item
(3), the mathematical application of the qualifying
percentage to one or more trailers, semitrailers, or pole
trailers under this subpart shall not be allowed as to any
fraction of a trailer, semitrailer, or pole trailer.
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 66 -SB2027 LRB104 03451 HLH 13474 b

[PAGE 68]
(d-5) For motor vehicles and trailers purchased on or
after July 1, 2017, ""use as rolling stock moving in interstate
commerce"" means that:
(1) the motor vehicle or trailer is used to transport
persons or property for hire;
(2) for purposes of the exemption under paragraph (13)
of Section 2-5, the purchaser who is an owner, lessor, or
shipper claiming the exemption certifies that the motor
vehicle or trailer will be utilized, from the time of
purchase and continuing through the statute of limitations
for issuing a notice of tax liability under this Act, by an
interstate carrier or carriers for hire who hold, and are
required by Federal Motor Carrier Safety Administration
regulations to hold, an active USDOT Number with the
Carrier Operation listed as ""Interstate"" and the Operation
Classification listed as ""authorized for hire"", ""exempt
for hire"", or both ""authorized for hire"" and ""exempt for
hire""; except that this paragraph (2) does not apply to a
motor vehicle or trailer used at an airport to support the
operation of an aircraft moving in interstate commerce, as
long as (i) in the case of a motor vehicle, the motor
vehicle meets paragraphs (1) and (3) of this subsection
(d-5) or (ii) in the case of a trailer, the trailer meets
paragraph (1) of this subsection (d-5); and
(3) for motor vehicles, the gross vehicle weight
rating exceeds 16,000 pounds.
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 67 -SB2027 LRB104 03451 HLH 13474 b

[PAGE 69]
The definition of ""use as rolling stock moving in
interstate commerce"" in this subsection (d-5) applies to all
property purchased on or after July 1, 2017 for the purpose of
being attached to a motor vehicle or trailer as a part thereof,
regardless of whether the motor vehicle or trailer was
purchased before, on, or after July 1, 2017.
If an item ceases to meet requirements (1) through (3)
under this subsection (d-5), then the tax is imposed on the
selling price, allowing for a reasonable depreciation for the
period during which the item qualified for the exemption.
For purposes of this subsection (d-5):
""Motor vehicle"" excludes limousines, but otherwise
means that term as defined in Section 1-146 of the
Illinois Vehicle Code.
""Trailer"" means (i) ""trailer"", as defined in Section
1-209 of the Illinois Vehicle Code, (ii) ""semitrailer"", as
defined in Section 1-187 of the Illinois Vehicle Code, and
(iii) ""pole trailer"", as defined in Section 1-161 of the
Illinois Vehicle Code.
(e) For aircraft and watercraft purchased on or after
January 1, 2014, ""use as rolling stock moving in interstate
commerce"" in paragraph (13) of Section 2-5 occurs when, during
a 12-month period, the rolling stock has carried persons or
property for hire in interstate commerce for greater than 50%
of its total trips for that period or for greater than 50% of
its total miles for that period. The person claiming the
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 68 -SB2027 LRB104 03451 HLH 13474 b

[PAGE 70]
exemption shall make an election at the time of purchase to use
either the trips or mileage method and document that election
in their books and records. If no election is made under this
subsection to use the trips or mileage method, the person
shall be deemed to have chosen the mileage method. For
aircraft, flight hours may be used in lieu of recording miles
in determining whether the aircraft meets the mileage test in
this subsection. For watercraft, nautical miles or trip hours
may be used in lieu of recording miles in determining whether
the watercraft meets the mileage test in this subsection.
Notwithstanding any other provision of law to the
contrary, property purchased on or after January 1, 2014 for
the purpose of being attached to aircraft or watercraft as a
part thereof qualifies as rolling stock moving in interstate
commerce only if the aircraft or watercraft to which it will be
attached qualifies as rolling stock moving in interstate
commerce under the test set forth in this subsection (e),
regardless of when the aircraft or watercraft was purchased.
Persons who purchased aircraft or watercraft prior to January
1, 2014 shall make an election to use either the trips or
mileage method and document that election in their books and
records for the purpose of determining whether property
purchased on or after January 1, 2014 for the purpose of being
attached to aircraft or watercraft as a part thereof qualifies
as rolling stock moving in interstate commerce under this
subsection (e).
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 69 -SB2027 LRB104 03451 HLH 13474 b

[PAGE 71]
(f) The election to use either the trips or mileage method
made under the provisions of subsections (c), (d), or (e) of
this Section will remain in effect for the duration of the
purchaser's ownership of that item.
(Source: P.A. 100-321, eff. 8-24-17.)
Section 25. The Illinois Vehicle Code is amended by
changing Section 3-1001 as follows:
(625 ILCS 5/3-1001) (from Ch. 95 1/2, par. 3-1001)
Sec. 3-1001. A tax is hereby imposed on the privilege of
using, in this State, any motor vehicle as defined in Section
1-146 of this Code acquired by gift, transfer, or purchase,
and having a year model designation preceding the year of
application for title by 5 or fewer years prior to October 1,
1985 and 10 or fewer years on and after October 1, 1985 and
prior to January 1, 1988. On and after January 1, 1988, the tax
shall apply to all motor vehicles without regard to model
year. Except that the tax shall not apply:
(i) if the use of the motor vehicle is otherwise taxed
under the Use Tax Act;
(ii) if the motor vehicle is bought and used by a
governmental agency or a society, association, foundation
or institution organized and operated exclusively for
charitable, religious or educational purposes;
(iii) if the use of the motor vehicle is not subject to
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
- 70 -SB2027 LRB104 03451 HLH 13474 b

[PAGE 72]
the Use Tax Act by reason of subsection (a), (b), (c), (d),
(e) or (f) of Section 3-55 of that Act dealing with the
prevention of actual or likely multistate taxation;
(iv) to implements of husbandry;
(v) when a junking certificate is issued pursuant to
Section 3-117(a) of this Code;
(vi) when a vehicle is subject to the replacement
vehicle tax imposed by Section 3-2001 of this Act;
(vii) when the transfer is a gift to a beneficiary in
the administration of an estate and the beneficiary is a
surviving spouse;.
(viii) if the motor vehicle is purchased for the
purpose of resale by a retailer registered under Section
2a of the Retailers' Occupation Tax Act.
Prior to January 1, 1988, the rate of tax shall be 5% of
the selling price for each purchase of a motor vehicle covered
by Section 3-1001 of this Code. Except as hereinafter
provided, beginning January 1, 1988 and until January 1, 2022,
the rate of tax shall be as follows for transactions in which
the selling price of the motor vehicle is less than $15,000:
Number of Years Transpired After Applicable Tax
Model Year of Motor Vehicle
1 or less $390
2 290
3 215
4 165
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 71 -SB2027 LRB104 03451 HLH 13474 b

[PAGE 73]
5 115
6 90
7 80
8 65
9 50
10 40
over 10 25
Except as hereinafter provided, beginning January 1, 1988 and
until January 1, 2022, the rate of tax shall be as follows for
transactions in which the selling price of the motor vehicle
is $15,000 or more:
Selling Price Applicable Tax
$15,000 - $19,999 $ 750
$20,000 - $24,999 $1,000
$25,000 - $29,999 $1,250
$30,000 and over $1,500
Except as hereinafter provided, beginning on January 1,
2022, the rate of tax shall be as follows for transactions in
which the selling price of the motor vehicle is less than
$15,000:
(1) if one year or less has transpired after the model
year of the vehicle, then the applicable tax is $465;
(2) if 2 years have transpired after the model year of
the motor vehicle, then the applicable tax is $365;
(3) if 3 years have transpired after the model year of
the motor vehicle, then the applicable tax is $290;
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 72 -SB2027 LRB104 03451 HLH 13474 b

[PAGE 74]
(4) if 4 years have transpired after the model year of
the motor vehicle, then the applicable tax is $240;
(5) if 5 years have transpired after the model year of
the motor vehicle, then the applicable tax is $190;
(6) if 6 years have transpired after the model year of
the motor vehicle, then the applicable tax is $165;
(7) if 7 years have transpired after the model year of
the motor vehicle, then the applicable tax is $155;
(8) if 8 years have transpired after the model year of
the motor vehicle, then the applicable tax is $140;
(9) if 9 years have transpired after the model year of
the motor vehicle, then the applicable tax is $125;
(10) if 10 years have transpired after the model year
of the motor vehicle, then the applicable tax is $115; and
(11) if more than 10 years have transpired after the
model year of the motor vehicle, then the applicable tax
is $100.
Except as hereinafter provided, beginning on January 1,
2022, the rate of tax shall be as follows for transactions in
which the selling price of the motor vehicle is $15,000 or
more:
(1) if the selling price is $15,000 or more, but less
than $20,000, then the applicable tax shall be $850;
(2) if the selling price is $20,000 or more, but less
than $25,000, then the applicable tax shall be $1,100;
(3) if the selling price is $25,000 or more, but less
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 73 -SB2027 LRB104 03451 HLH 13474 b

[PAGE 75]
than $30,000, then the applicable tax shall be $1,350;
(4) if the selling price is $30,000 or more, but less
than $50,000, then the applicable tax shall be $1,600;
(5) if the selling price is $50,000 or more, but less
than $100,000, then the applicable tax shall be $2,600;
(6) if the selling price is $100,000 or more, but less
than $1,000,000, then the applicable tax shall be $5,100;
and
(7) if the selling price is $1,000,000 or more, then
the applicable tax shall be $10,100.
For the following transactions, the tax rate shall be $15 for
each motor vehicle acquired in such transaction:
(i) when the transferee or purchaser is the spouse,
mother, father, brother, sister or child of the
transferor;
(ii) when the transfer is a gift to a beneficiary in
the administration of an estate, including, but not
limited to, the administration of an inter vivos trust
that became irrevocable upon the death of a grantor, and
the beneficiary is not a surviving spouse;
(iii) when a motor vehicle which has once been
subjected to the Illinois retailers' occupation tax or use
tax is transferred in connection with the organization,
reorganization, dissolution or partial liquidation of an
incorporated or unincorporated business wherein the
beneficial ownership is not changed.
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 74 -SB2027 LRB104 03451 HLH 13474 b

[PAGE 76]
A claim that the transaction is taxable under subparagraph
(i) shall be supported by such proof of family relationship as
provided by rules of the Department.
For a transaction in which a motorcycle, motor driven
cycle or moped is acquired the tax rate shall be $25.
On and after October 1, 1985 and until January 1, 2022,
1/12 of $5,000,000 of the moneys received by the Department of
Revenue pursuant to this Section shall be paid each month into
the Build Illinois Fund; on and after January 1, 2022, 1/12 of
$40,000,000 of the moneys received by the Department of
Revenue pursuant to this Section shall be paid each month into
the Build Illinois Fund; and the remainder shall be paid into
the General Revenue Fund.
The tax imposed by this Section shall be abated and no
longer imposed when the amount deposited to secure the bonds
issued pursuant to the Build Illinois Bond Act is sufficient
to provide for the payment of the principal of, and interest
and premium, if any, on the bonds, as certified to the State
Comptroller and the Director of Revenue by the Director of the
Governor's Office of Management and Budget.
(Source: P.A. 102-353, eff. 1-1-22; 102-762, eff. 5-13-22.)
Section 99. Effective date. This Act takes effect upon
becoming law.
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
- 75 -SB2027 LRB104 03451 HLH 13474 b",https://ilga.gov/documents/legislation/104/SB/PDF/10400SB2027.pdf,downloaded,,yes,direct data-center reference,tax incentives,supportive,1.0,Bill provides tax exemptions for tangible personal property used in the construction or operation of a data center.,Qualified tangible personal property used in the construction or operation of a data center that has been granted a certificate of exemption,False,full_text,https://ilga.gov/documents/legislation/104/SB/PDF/10400SB2027.pdf,ccb9265dd623a5831f5aaee4a5708f47f872bf652df6968ddb9d1378c02052e8,qwen.qwen3.5-122b,data-center-relevance-full-source-v2,classified,,7,0.9,"Bill exempts qualified tangible personal property used in data center construction and operation from use tax, reducing capital costs for developers through DCEO certification.",Qualified tangible personal property used in the construction or operation of a data center that has been granted a certificate of exemption by the Department of Commerce and Economic Opportunity,False,qwen.qwen3.5-122b,data-center-supportiveness-v1,scored,
